idx,lp,name,token_adr,pool_adr,tvl,borrow,utilization
6,0x2C1206437Adc091F0e00c1b64e42Ec77f0171344,USDT,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,0x9ca2419C7e2283eED15b5e64d3D3AcA5F5d916C5,4,0,0.03
7,0x867eD92B9db2be7EAAA0D5BddaCCb0d5C8789351,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x773911bE893a21d5C3341a29837aE79F337D114c,822,0,0.02
7,0x867eD92B9db2be7EAAA0D5BddaCCb0d5C8789351,QUICK,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,0xF26d26b893a82Bec85812ce812c6a15b433F4C2e,193,0,0.03
8,0x728AA43C902A7ec339889D66B69118a520068860,WBTC,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,0x8cfEF6C6D8898cC03052DEF71840e82BC4E6Ff62,1085,0,0.00
8,0x728AA43C902A7ec339889D66B69118a520068860,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xa811AB3515D777d937984Ae8576Fb38abF41A707,28155,0,0.00
9,0xCa2CcE303de0780441D682cE8520D011A5580976,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x9267a198211371ddE06Ef2991dcb8DAE429701E3,846,139,16.43
9,0xCa2CcE303de0780441D682cE8520D011A5580976,USDT,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,0x80a32cfBd80fE4053cE826192c2Fa4806a673fc5,148,129,87.02
10,0x670983A0AF5293e2493Bc4d5C5BF0D4EC329d04e,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xC03163f2f61d800dcc5cb987b996BC3a05B6cD24,486,95,19.52
10,0x670983A0AF5293e2493Bc4d5C5BF0D4EC329d04e,DAI,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,0x105b3aC22a2BddDCB2d76DEA535ECFF1877F47FC,675,62,9.13
11,0x5ed3147F07708A269f744B43c489e6Cf3B60aEC4,DAI,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,0x1798AD7C7d5b2cC0A577627b8A18F952336Dc869,3310,103,3.10
11,0x5ed3147F07708A269f744B43c489e6Cf3B60aEC4,USDT,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,0x2dcBc176E3cE2ddbb5DEdC56f18dE077B7a385ce,698,746,106.89
12,0xC0a19F80743D6588f4c5C1B70a8706D4D6B8B611,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x53Aae58F3c67bE33992a3cc1300F04FCb3963998,8503,0,0.00
12,0xC0a19F80743D6588f4c5C1B70a8706D4D6B8B611,DAI,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,0x4201CCA60Da188937385Ca331e561421666D7c0a,1,0,0.82
13,0x87B94444d0f2c1e4610A2De8504D5d7b81898221,QUICK,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,0xb8a95E27cf418F57Cf38cDEE2C2e92bAb0c265d2,462,51,11.10
13,0x87B94444d0f2c1e4610A2De8504D5d7b81898221,PolyDoge,0x8A953CfE442c5E8855cc6c61b1293FA648BAE472,0x806225406F1520b72Ba733dc162f5AC8F9f3Af21,1897,62,3.25
14,0x15e03c40F0fA1979e9CA97e7804D1B41bE20E354,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xf11f556d0768b9F4A1051a8B049a5754FFE0861c,2,0,0.01
14,0x15e03c40F0fA1979e9CA97e7804D1B41bE20E354,PolyDoge,0x8A953CfE442c5E8855cc6c61b1293FA648BAE472,0x1A5231b6640703970693b1c3342ea6F4b9f03eAa,8,0,0.02
15,0xA0CdE469636fE0fb2593f1729468f2b6cbeaEDd4,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0xeB99759fFe075caB4630C1E24ECC463c1656bA6f,224,59,26.33
15,0xA0CdE469636fE0fb2593f1729468f2b6cbeaEDd4,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xb1D62889039AA94084076B3CFfEC0DDA6dC7368E,39,0,0.67
16,0x205995421C72Dc223F36BbFad78B66EEa72d2677,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x66f41D1ce5C9091Fc77828D9330294C46953C1BC,449560,194451,43.25
16,0x205995421C72Dc223F36BbFad78B66EEa72d2677,JPYC,0x6AE7Dfc73E0dDE2aa99ac063DcF7e8A63265108c,0xDB36fA27166b011Be6a6aa17AAAf6B4117453274,271366,188351,69.41
17,0xF6EedC72e38229093e6cA95c7d224e0ed9d99d72,JPYC,0x6AE7Dfc73E0dDE2aa99ac063DcF7e8A63265108c,0x72128342D882F068DCF11DBEB522Fb21313fEEDA,0,0,NaN
17,0xF6EedC72e38229093e6cA95c7d224e0ed9d99d72,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xe47eD0cE7879b0583505A08e177526ec8879401D,0,0,NaN
18,0xFbaE8e2D04a67C10047D83ee9B8AeFFE7F6EA3f4,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xEECa253d879451C7EC5BF90b0299dc40F77D4843,1,0,0.00
18,0xFbaE8e2D04a67C10047D83ee9B8AeFFE7F6EA3f4,JPYC,0x6AE7Dfc73E0dDE2aa99ac063DcF7e8A63265108c,0x0E3ADc377a5E308f9248811e74f11eA271De4a7e,1,0,0.00
19,0x5F819F510CA9B1469e6a3Ffe4ecD7F0C1126f8F5,IMX,0x60bB3D364B765C497C8cE50AE0Ae3f0882c5bD05,0xF798A36e4abeDE38A314Da10C436565C1Bc23241,103,0,0.07
19,0x5F819F510CA9B1469e6a3Ffe4ecD7F0C1126f8F5,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xfE194E1FbA79F6EA53F7123A6B1f57a58a7263a7,20,0,0.48
20,0x6E864D3E38F089d1fc26BDC1ac87E197f47741f0,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xCD9391c6f89bDF3072F5518D7435F3cb73a7817c,2291,1359,59.33
20,0x6E864D3E38F089d1fc26BDC1ac87E197f47741f0,miMATIC,0xa3Fa99A148fA48D14Ed51d610c367C61876997F1,0x83D1fa6C5F6c60e6e4376914f2A30969a43B4540,2671,2699,101.07
21,0xb957D5a232EEbD7C4c4B0A1af9F2043430304E65,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x1A9631baBd6d01786D592E8a51A7f53Ea444B87D,1,0,29.08
21,0xb957D5a232EEbD7C4c4B0A1af9F2043430304E65,rUSD,0xfC40a4F89b410a1b855b5e205064a38fC29F5eb5,0x7293733E4f942D97aC815e2C954A70Ac045F9F76,115,211,183.46
22,0x44b82c02F404Ed004201FB23602cC0667B1D011e,BANANA,0x5d47bAbA0d66083C52009271faF3F50DCc01023C,0xcaC373192e0c8156F189826BE92e912498D0dF05,0,0,NaN
22,0x44b82c02F404Ed004201FB23602cC0667B1D011e,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xd998A8A55423d1F3e80770e86359975d42b6bfa0,0,0,NaN
24,0x19D5C33477b551AE84a9066097e72724C4a8CC60,JPYC,0x6AE7Dfc73E0dDE2aa99ac063DcF7e8A63265108c,0xaC3a81DFDc7bFA404380273F67a4561038546f58,0,0,0.00
24,0x19D5C33477b551AE84a9066097e72724C4a8CC60,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xafDdf06d0F873EB4e7D9A82e972B018fB986c565,0,0,0.00
25,0x23312FCEADb118381C33B34343A61c7812f7a6a3,IMX,0x60bB3D364B765C497C8cE50AE0Ae3f0882c5bD05,0x71B9BA3Aa1f4Ad4E1915EedbADc853e9e372AB61,299,0,0.00
25,0x23312FCEADb118381C33B34343A61c7812f7a6a3,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0xB052Dd710747F1256a4A0eD9D169217B9E0F3287,13,0,0.00
26,0x76483D4Ba1177F69FA1448dB58d2f1dBE0Fb65fa,IMX,0x60bB3D364B765C497C8cE50AE0Ae3f0882c5bD05,0x5107056724bb2c4A61a7b367F14d7468E72023D7,440,5,1.20
26,0x76483D4Ba1177F69FA1448dB58d2f1dBE0Fb65fa,QUICK,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,0xa95868daA8cf218300e1a61A536acb3C50685310,95,0,0.40
27,0x00f29782182b675A090FDea4C17f62da99AEB208,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x033bc450e621465B7C75Fcc2DE0DA8AE9a055B1F,1,0,29.01
27,0x00f29782182b675A090FDea4C17f62da99AEB208,QUICK,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,0x28e3a1fb7Fa474f292f6d54a60A25037FA263d1F,0,0,96.44
28,0x9189d81d0536eCE515921b726cb996Ff6811aFE0,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x711B779373fAa0769b0a9586cb8B068704F940F1,0,0,0.28
28,0x9189d81d0536eCE515921b726cb996Ff6811aFE0,QUICK,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,0x71c4c7f3A1BaDf81B2F5B1b0eBa644a185bfA539,0,0,0.99
29,0xF6a637525402643B0654a54bEAd2Cb9A83C8B498,WBTC,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,0x0D5ac9ffE84263dedBF42EF1Ad135fE414f18BC5,0,0,0.00
