infos idx,comptroller,name,token_adr,pool_adr,tvl,borrowed,utilization
0,0x4D261478F0a17F0035Fdc3B98724ECaEC1C974B8,miMATIC,0xfB98B335551a418cD0737375a2ea0ded62Ea213b,0xE1D87ae311C06EE6684B5294D0290CF79e660dD2,29917897,21547144,72.02
3,0xe778b28b450cBEC40Ce4db67F049E3e62be84FD6,miMATIC,0xfB98B335551a418cD0737375a2ea0ded62Ea213b,0x3e92100DC678Ad1F249c06F75c8393F50294Ed71,4547670,1031349,22.68
