idx, lp_name, lp_address, deposit_token, beethoven_pool_id, reward_to_deposit_pool_id
33,BPT-STABEET,0xeCAa1cBd28459d34B766F9195413Cb20122Fb942,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xecaa1cbd28459d34b766f9195413cb20122fb942000200000000000000000120,0x03c6b3f09d2504606936b1a4decefad204687890000200000000000000000015
16,BPT-GUQINQI,0x2C580C6F08044D6dfACA8976a66C8fAddDBD9901,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x2c580c6f08044d6dfaca8976a66c8fadddbd9901000000000000000000000038,0x03c6b3f09d2504606936b1a4decefad204687890000200000000000000000015
8,FTM-OPERA,0xcdF68a4d525Ba2E90Fe959c74330430A5a6b8226,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xcdf68a4d525ba2e90fe959c74330430a5a6b8226000200000000000000000008,0x03c6b3f09d2504606936b1a4decefad204687890000200000000000000000015
1,GRAND-ORCH,0xd47D2791d3B46f9452709Fa41855a045304D6f9d,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0xd47d2791d3b46f9452709fa41855a045304d6f9d000100000000000000000004,0xcde5a11a4acb4ee4c805352cec57e236bdbc3837000200000000000000000019
10,BeetXLP_MIM_USDC_USDT,0xD163415BD34EF06f57C58D2AEd5A5478AfB464cC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xd163415bd34ef06f57c58d2aed5a5478afb464cc00000000000000000000000e,0x03c6b3f09d2504606936b1a4decefad204687890000200000000000000000015
17,BPT-QUARTET,0xf3A602d30dcB723A74a0198313a7551FEacA7DAc,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0xf3a602d30dcb723a74a0198313a7551feaca7dac00010000000000000000005f,0x03c6b3f09d2504606936b1a4decefad204687890000200000000000000000015
22,BPT-BEETS-FTM,0xcdE5a11a4ACB4eE4c805352Cec57E236bdBC3837,0xF24Bcf4d1e507740041C9cFd2DddB29585aDCe1e,0xcde5a11a4acb4ee4c805352cec57e236bdbc3837000200000000000000000019,0xcde5a11a4acb4ee4c805352cec57e236bdbc3837000200000000000000000019
