idx, lp_name, lp_address, token0, token0_name, token1, token1_name, pool, rewardAmount, vault, weekRewardUsd, tvlUsd, apr, currentRewards
50,QUICK_QUICK_PLR,0xb980171e5647A8531d3B28134622d225bC3CDB82,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xa6b37fC85d870711C56FbcB8afe2f8dB049AE774,PLR,0x0e72b1b7658FFb0e3f45562A489FD4Bc15873E4B,1356.01,undefined,1356.01,45130.81,156.67,undefined
51,QUICK_USDC_ETHA,0xb417Da294ae7c5CbD9176d1a7A0c7D7364AE1c4E,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0x59E9261255644c411AfDd00bD89162d09D862e38,ETHA,0xE73580E28A4cCb796fEBb276902F2fa2F5a39067,2701.64,undefined,2701.64,195428.21,72.08,undefined
52,QUICK_WETH_renDOGE,0xAB1403De66519B898b38028357B74DF394a54a37,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0xcE829A89d4A55a63418bcC43F00145adef0eDB8E,renDOGE,0x16043947b496a5B31932bcF9f41dD66880ff2Bb7,5403.28,0xde476c52cec8b609f689ceec6279580acd81317e,5403.28,1263008.96,22.31,undefined
53,QUICK_MITx_WETH,0xa28864Af52AEdCeF717c34bffCA2CCF9D6aa23cC,0x31042A4E66eDa0d12143ffc8cC1552D611dA4cbA,MITx,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0x2a33666D3e06FdBE07F8AeA0d0ae22861F8C7e73,2701.64,undefined,2701.64,116443.29,120.98,undefined
54,QUICK_WMATIC_ODDZ,0x972d0C9d46742D04A35e2521e8FF1657e8107B2C,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC,0x4e830F67Ec499E69930867f9017AEb5B3f629c73,ODDZ,0x2458D6CE80963915Be56FD9bfBd702728EE899b0,0.00,undefined,0.00,16934.73,NaN,undefined
55,QUICK_ODDZ_QUICK,0x8df6F7DA556b9e70E272434BdC581Dbb4848DFFC,0x4e830F67Ec499E69930867f9017AEb5B3f629c73,ODDZ,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x4Fdc40A3F4926E04BC8B76eB4a83433318D6f0E6,2701.64,undefined,2701.64,132859.71,106.03,undefined
56,QUICK_QUICK_PERA,0x8baB360E41468dFF5326Df636E2377a858aD0670,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xe95fD76CF16008c12FF3b3a937CB16Cd9Cc20284,PERA,0x9DD277679F4BB9412Ec68D7E0F41cb2985BEF0c7,1356.01,undefined,1356.01,35206.89,200.83,undefined
57,QUICK_WMATIC_SOL,0x898386DD8756779a4ba4f1462891B92dd76b78eF,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC,0x7DfF46370e9eA5f0Bad3C4E29711aD50062EA7A4,SOL,0xB332b9D67E20bb8Ce4B93308A63C2EE2F846D372,5403.28,0x9c41c31c4fe0f5385cc0c3f9cf331283356529e8,5403.28,2743220.84,10.27,undefined
58,QUICK_MONA_USDT,0x856ad56DEfBB685Db8392D9E54441Df609Bc5cE1,0x6968105460f67c3BF751bE7C15f92F5286Fd0CE5,MONA,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,USDT,0xb323d6f17A0cDFaE1BfD263839B39eBB5210155a,0.00,undefined,0.00,187.70,NaN,undefined
59,QUICK_ETHA_QUICK,0x8167D3156FccDBAf3E43Ae019a0e842e5d1F1aC1,0x59E9261255644c411AfDd00bD89162d09D862e38,ETHA,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xDBFb709a40F4B6C10DbfC27Cd96F90cf67EbBcF1,2706.83,undefined,2706.83,106672.01,132.31,undefined
60,QUICK_WMATIC_PHX,0x666Dd949Db4f3807C6e8E360A79473a5F0C7075a,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC,0x9C6BfEdc14b5C23E3900889436Edca7805170f01,PHX,0x7aE6190a279a919612B5C563296C93CAe983e457,1353.42,undefined,1353.42,44428.84,158.84,undefined
61,QUICK_USDC_XCAD,0x602FE85cEBA5D27fD4D48c241cFB83ce045a179d,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0xA55870278d6389ec5B524553D03C04F5677c061E,XCAD,0x7efCff893e01D36F3856a5b063A50b91Bbad303D,0.00,undefined,0.00,957.10,NaN,undefined
62,QUICK_MITx_QUICK,0x5938dC50094e151C7DD64e5B774a2a91CD414daf,0x31042A4E66eDa0d12143ffc8cC1552D611dA4cbA,MITx,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xeD79D524B50e16ccC5d57193a2CAdF1964d484E7,2701.64,undefined,2701.64,101986.66,138.13,undefined
63,QUICK_USDC_BNB,0x40A5Df3E37152d4DaF279e0450289Af76472b02e,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0x5c4b7CCBF908E64F32e12c6650ec0C96d717f03F,BNB,0xCd7E62D9E2D209EcB22EC48A942b4db9503aB97B,5403.28,undefined,5403.28,743123.76,37.91,undefined
64,QUICK_TRADE_QUICK,0x36D906b17371678BA39de21B8631854c9490e87E,0x692AC1e363ae34b6B489148152b12e2785a3d8d6,TRADE,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x789c93e6fd3F6327Ff2f2d1F394e694DE442044e,0.00,undefined,0.00,15022.58,NaN,undefined
65,QUICK_USDC_MOONED,0x2D252D4A903a450AfA9daC54cb696F0690259a62,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0x7E4c577ca35913af564ee2a24d882a4946Ec492B,MOONED,0xfBAafCc888E68153a667CA36020B0dc2c5019bAC,0.00,undefined,0.00,7809.90,NaN,undefined
66,QUICK_TRADE_WETH,0x12909209228ceDAD659a6E13d41F82a4D53Ee8d1,0x692AC1e363ae34b6B489148152b12e2785a3d8d6,TRADE,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0x5db8eB2cbcd7C74CF700173eCf86338247898c1a,0.00,undefined,0.00,128929.84,NaN,undefined
67,QUICK_QUICK_KOM,0x082b58350a04D8D38b4BCaE003BB1191b9aae565,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xC004e2318722EA2b15499D6375905d75Ee5390B8,KOM,0x91061e09e9c7819CBbb92a418240954A4D8a9fed,0.00,undefined,0.00,61290.11,NaN,undefined
68,QUICK_PBR_USDT,0x53b02aD5f6615262eC5B483937260135429d5Af9,0x0D6ae2a429df13e44A07Cd2969E085e4833f64A0,PBR,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,USDT,0x4c510d82FD85F2B54FD0C41975fbb9305a92751B,1353.42,undefined,1353.42,259444.08,27.20,undefined
69,QUICK_WMATIC_D11,0x4C27eEE5f50EeEe292EF438A87A42292bd629E70,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC,0xc58158c14D4757EF36Ce25e493758F2fcEEDec5D,D11,0xC105a406ad18f3736bd8Af158D811E85a018ef00,2701.64,undefined,2701.64,63626.97,221.40,undefined
70,QUICK_WATCH_QUICK,0x8000fe11cffA3CEd146D98f091d95C9bC2c55c97,0x09211Dc67f9fe98Fb7bBB91Be0ef05f4a12FA2b2,WATCH,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x4f5f46Db08D28b7c6A96653B7C4BdB8a209c6331,5403.28,undefined,5403.28,160377.07,175.68,undefined
71,QUICK_MEEB_WETH,0xD0a4Bbb49ddd36B0d832D485974a2387D81dbDD3,0x64aFDF9e28946419E325d801Fb3053d8B8FFdC23,MEEB,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0x7a066B2e504ae958926F5DAa2A31aC5Fa278c52D,2706.83,undefined,2706.83,54967.02,256.78,undefined
72,QUICK_QUICK_CNTR,0xb56843B5550E3f78613ca5AbF6bd6AE6f84CD11e,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xdae89dA41a96956e9e70320Ac9c0dd077070D3a5,CNTR,0xa19220e11C3a3d5C71CBB29C2e581125f087450D,1356.01,undefined,1356.01,75965.07,93.08,undefined
73,QUICK_$ANRX_WETH,0x3dD6A0D31818fdAcd2724F2B0B3b220f14A54215,0x554f074d9cCda8F483d1812d4874cBebD682644E,$ANRX,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0xB8219752b7E35E82B2a37845D74351580A6AC3cc,1358.61,undefined,1358.61,491792.92,14.40,undefined
74,QUICK_DHV_QUICK,0xfd0E242c95b271844bf6860D4bC0E3e136bC0f7C,0x5fCB9de282Af6122ce3518CDe28B7089c9F97b26,DHV,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x09DdB5E6B740De10b4b710E72ac4AF100d47428B,0.00,undefined,0.00,80876.00,NaN,undefined
75,QUICK_USDC_CIOTX,0xCddf91A44C579765227722DA371136A4f12dC81b,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0x300211Def2a644b036A9bdd3e58159bb2074d388,CIOTX,0xeaF39eba018F086e7723CdECdb700BC2b7862ade,0.00,undefined,0.00,877077.63,NaN,undefined
76,QUICK_QUICK_FEAR,0xBEa282f98Df962c54bE80A2050A211b64ff1AeE0,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xa2CA40DBe72028D3Ac78B5250a8CB8c404e7Fb8C,FEAR,0xc599CdE2c17084E40D25BC4Ca8f33aF04bE5C9B1,0.00,undefined,0.00,13296.61,NaN,undefined
77,QUICK_CIOTX_QUICK,0x7DE19d534C6ecc2F5e236349D36b7d5BB645BfEf,0x300211Def2a644b036A9bdd3e58159bb2074d388,CIOTX,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xB2ef545E18946a04aE0a82eC4fb199630025F2Ce,0.00,undefined,0.00,151766.64,NaN,undefined
78,QUICK_USDC_FEAR,0x4E56843592DA70cE073AD6599B3Fb3ce3Bf02F3b,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0xa2CA40DBe72028D3Ac78B5250a8CB8c404e7Fb8C,FEAR,0xf32E91281f453644F95038526Ee491d2718Db9e2,0.00,0x96d6066b0d594a6af3fb16516c0f685173b23c86,0.00,36.58,NaN,undefined
79,QUICK_MOONED_QUICK,0x3ba7AFa5F600BE15607B89d03F98aa791C8ECeF8,0x7E4c577ca35913af564ee2a24d882a4946Ec492B,MOONED,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xd0AA987bb9C5b6c211094fAC5B3AcA8bA3e6B562,0.00,undefined,0.00,3293.79,NaN,undefined
80,QUICK_MONA_QUICK,0x82F1676eF298DB09dA935f4cB7bD3c44fB73D83a,0x6968105460f67c3BF751bE7C15f92F5286Fd0CE5,MONA,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xFef9DF77b67037b184a22cBB449EaBE571Dd7Ff5,0.00,undefined,0.00,2160.35,NaN,undefined
81,QUICK_DAI_USDT,0x59153f27eeFE07E5eCE4f9304EBBa1DA6F53CA88,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,DAI,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,USDT,0xc45aB79526Dd16B00505EB39222E6B1Aed0Ef079,2705.80,0x5c65bdebca760d113b4ef334013eaff07779f00b,2705.80,1747845.35,8.07,11723.708415137364
82,QUICK_EGG_QUICK,0x5F98d4150E299DF500C2a9463c66985025494e63,0x245e5ddb65eFea6522Fa913229dF1f4957fB2e21,EGG,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x8D79CA210442f67FB21951E6Ec16c974c6B4d278,0.00,undefined,0.00,629.36,NaN,undefined
83,QUICK_EGG_USDC,0x4f76dE0543f06b7879eBF5C2908cEFC478E29FA2,0x245e5ddb65eFea6522Fa913229dF1f4957fB2e21,EGG,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0x51BAbd09082e83FfB8cbe4F10E6dC5B2a5D888b5,0.00,undefined,0.00,0.00,NaN,undefined
84,QUICK_USDC_YAMP,0x87d68f797623590E45982AD0f21228557207FdDa,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0x87f654c4b347230C60CAD8d7ea9cF0D7238bcc79,YAMP,0xf588C993b3A410d937bDC24Cb73392e196E0e634,0.00,0xcad0a5ff9b7377e5587072bf8cce5e75c6aa4cce,0.00,553.32,NaN,undefined
85,QUICK_QUICK_YAMP,0x66fF795535CF162D29f6B15ed546a3e148Eff0Fb,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x87f654c4b347230C60CAD8d7ea9cF0D7238bcc79,YAMP,0x474e655CCD715393E31d66077a007491b7e52070,0.00,0x440f45fa2134b5e3920ffa2215adf0fb79c4dbc8,0.00,334.66,NaN,undefined
86,QUICK_EZ_QUICK,0xF745a6358790f7A2EF5dA0538b714CBbCC635c40,0x34C1b299A74588D6Abdc1b85A53345A48428a521,EZ,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x32B249cd2717799bEd634940a47c2e8Da56EB670,0.00,undefined,0.00,27565.66,NaN,undefined
87,QUICK_IMX_WETH,0x5F819F510CA9B1469e6a3Ffe4ecD7F0C1126f8F5,0x60bB3D364B765C497C8cE50AE0Ae3f0882c5bD05,IMX,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0xBba6c7B2D1B088ecC969E13140b801714f9b1a20,1356.01,0xe4553003bc1c2a84c1b0a91e11a1dc53937d9349,1356.01,1117022.31,6.33,undefined
88,QUICK_QI_QUICK,0x25d56E2416f20De1Efb1F18fd06dD12eFeC3D3D0,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,QI,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x4238474E92734E762784EAA20d3D454b616986a2,0.00,0xa56b6cf42b6ef22578d970027e8dc55101fe2bd1,0.00,334.54,NaN,undefined
89,QUICK_WETH_RAMP,0xe55739E1fEb9F9aED4Ce34830a06cA6Cc37494A0,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0xaECeBfcF604AD245Eaf0D5BD68459C3a7A6399c2,RAMP,0x5D2680B93D851B137626361Dfa1F97e60c796615,1356.01,0x643e0427890ab20010e25db6d2bab2ad780a080d,1356.01,814727.88,8.68,undefined
90,QUICK_USDC_Guard,0xD2EeeEdfcAF1457F7BC9cbA28d5316F73BB83b49,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0x948d2a81086A075b3130BAc19e4c6DEe1D2E3fE8,Guard,0xF5c305F9D817a462Fa0eCE578a552C3F05F58b40,0.00,0x3e4499813276df90bd44be819eb38dd27dd96835,0.00,44118.85,NaN,undefined
91,QUICK_renDGB_WETH,0xbf453E64EE7F43513afDc801f6C0Fab250FBCf09,0x2628568509E87c4429fBb5c664Ed11391BE1BD29,renDGB,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0x6491F7eb102233453951aC933b6bc5181077560B,0.00,0x0afc1791fc4130200f833269bbde14787f110fd1,0.00,7698.82,NaN,undefined
92,QUICK_polyBUNNY_QUICK,0x976b7B7fE4293111CaCd946C422a64f24A223564,0x4C16f69302CcB511c5Fac682c7626B9eF0Dc126a,polyBUNNY,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x6d06DcC1FA6226C3F2e5ECE0aA6c1e4273368F68,0.00,0xa6b5f2e4fcd629b656666628fee4b40b37055d98,0.00,360338.92,NaN,undefined
93,QUICK_POOL_WETH,0x1585d301B58661bC0cb5A8ebA24ECaE7b4600470,0x25788a1a171ec66Da6502f9975a15B609fF54CF6,POOL,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0x00e13b2873465A07043c701FE5eE7e5AA4D8bA96,1353.42,undefined,1353.42,151509.34,46.58,undefined
95,QUICK_QUICK_ATOM,0xf7E659966196F069A23cE9B84B9586A809C4cd9A,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xac51C4c48Dc3116487eD4BC16542e27B5694Da1b,ATOM,0xeF37c3272DAcdC0FaEe000b3862734d2Df1D9C91,2701.64,undefined,2701.64,182224.49,77.31,undefined
96,QUICK_KNIGHT_WETH,0x7F7C12acec546CDCeb028Cc5b57F7aA2d91F0887,0x4455eF8B4B4A007a93DaA12DE63a47EEAC700D9D,KNIGHT,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0x426953d2ebBC76aCB9EbFADb2f4d6100a795286d,2701.64,undefined,2701.64,398496.41,35.35,undefined
97,QUICK_IMX_QUICK,0x7E1cF35E362cAeA8C1a132bA4E4222080f26D8B0,0x60bB3D364B765C497C8cE50AE0Ae3f0882c5bD05,IMX,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xbAa4E89245f462B6746CBfadDe6a1Ae120fb62C3,0.00,undefined,0.00,173.90,NaN,undefined
98,QUICK_QUICK_WOW,0xD5211a55d978bf651b9DA899cC8bB09491ff39a1,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x855D4248672a1fCE482165e8DBE1207b94b1968a,WOW,0xaA1C17a1d8EC352095f5F67fd1cce8FD60099746,0.00,undefined,0.00,14013.96,NaN,undefined
99,QUICK_QUICK_UNI,0x4B4C614b9219397c02296f6F4e2351259840B3C7,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xb33EaAd8d922B1083446DC23f610c2567fB5180f,UNI,0xa444aed39Fa4Fd4fB7518877963046453c075CAb,0.00,0x2c37d6c08502b5a2235b750cfeb5e2fe400b5418,0.00,298623.32,NaN,undefined
100,QUICK_USDC_WOW,0x7600Cc75fa9045986EFE0BdDEe8e18621a8dD49E,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0x855D4248672a1fCE482165e8DBE1207b94b1968a,WOW,0x98f4a0a1e5C9A8d93Bda40B0636dFEd870cc40A3,0.00,undefined,0.00,2273.55,NaN,undefined
