idx, lp_name, lp_address, token0, token0_name, token1, token1_name
0,TOMB_TOMB-WFTM,0x2A651563C9d3Af67aE0388a5c8F89b867038089e,0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,WFTM,0x6c021ae822bea943b2e66552bde1d2696a53fbb7,TOMB
1,TOMB_TSHARE-WFTM,0x4733bc45eF91cF7CcEcaeeDb794727075fB209F2,0x21be370d5312f44cb42ce377bc9b8a0cef1a4c83,WFTM,0x4cdF39285D7Ca8eB3f090fDA0C069ba5F4145B37,TSHARE
