idx, lp_name, lp_address, token0, token0_name, token1, token1_name
0,NACHO_NACHO-WETH,0x8d25fec513309f2d329d99d6f677d46c831fdee8,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,WETH,0xcd86152047e800d67bdf00a4c635a8b6c0e5c4c2,NACHO
1,NACHO_NSHARE-MATIC,0x1C84Cd20Ea6cc100E0A890464411F1365Ab1F664,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC,0x948D0a28b600BDBd77AF4ea30E6F338167034181,NSHARE
