idx, lp_name, lp_address, token0, token0_name, token1, token1_name, pool, rewardAmount, duration 
102,QUICK_AZUKI_WETH,0x52a1C3D399AC185AAD5dB5993Ce05089C3416206,0x7CdC0421469398e0F3aA8890693d86c840Ac8931,AZUKI,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0x8d8fDaEcCC776c8E76B8320e8BC29dcC8BC07907,0.001380555556181608,-63.890509259259254
103,QUICK_USDC_CFi,0xF436257335b28E2B14861BF5F3b17b8a21BBd6df,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0xeCf8f2FA183b1C4d2A269BF98A54fCe86C812d3e,CFi,0x579eabaED8cdA62D502c219392d9C07B142e0af6,0.004136271770394381,-63.89064814814815
104,QUICK_WETH_USDT,0xF6422B997c7F54D1c6a6e103bcb1499EeA0a7046,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,USDT,0xB26bfcD52D997211C13aE4C35E82ced65AF32A02,602.41507088670323536,6.067210648148148
105,QUICK_DAI_USDT,0x59153f27eeFE07E5eCE4f9304EBBa1DA6F53CA88,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,DAI,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,USDT,0x97Efe8470727FeE250D7158e6f8F63bb4327c8A2,29.867127704149885615,6.06707175925926
106,QUICK_QUICK_TEL,0xE88e24F49338f974B528AcE10350Ac4576c5c8A1,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,TEL,0x19f227C90Ccd615858A7F7848b3b1eb2C652E328,189.750323652609371839,6.06693287037037
107,QUICK_WETH_TEL,0xFc2fC983a411C4B1E238f7Eb949308CF0218C750,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0xdF7837DE1F2Fa4631D716CF2502f8b230F1dcc32,TEL,0xe99e60462C8FCd1470AE258b5649d9fcd3122999,138.59682154219021782,6.066793981481481
108,QUICK_Krill_USDC,0x6405Ebc22cB0899FC21f414085Ac4044B4721a0d,0x05089C9EBFFa4F0AcA269e32056b1b36B37ED71b,Krill,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0x589a0C538c056b99B0D9F40f8e79DeABede87060,8.968634768082750034,-7.996909722222221
109,QUICK_Krill_QUICK,0xfC24a83a657a1F3f299A5f801AF8816e2d14fF46,0x05089C9EBFFa4F0AcA269e32056b1b36B37ED71b,Krill,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xD3435396c763aBA84FD6C6FBFA94243Fc033227c,11.273460272971269409,-7.997048611111111
110,QUICK_WMATIC_PolyDoge,0x264e6BC3f95633725658e4D9640f7F7D9100F6AC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC,0x8A953CfE442c5E8855cc6c61b1293FA648BAE472,PolyDoge,0x774685013B4248c9f7ddE063cfBdA0a87269C0Cd,22.267116071366171186,6.066365740740742
111,QUICK_QUICK_PolyDoge,0xbedEE6a7c572aa855a0c84d2f504311d482862F4,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x8A953CfE442c5E8855cc6c61b1293FA648BAE472,PolyDoge,0xDE571d6ee61a9Ce8358b9cF011452ff5290ACc21,44.929634730993773131,6.066226851851852
112,QUICK_QUICK_EMON,0x9B6550471fBF39d4708c407eee3FE3d82c6Ac6c3,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xd6A5aB46ead26f49b03bBB1F9EB1Ad5c1767974a,EMON,0x6BcCF1f0825826964c2eCC2408B00659eb357b6D,2.781284941825649638,-7.997465277777778
113,QUICK_WMATIC_EMON,0xa408a751B6D05d1649c5bbD7C38842fb17ea1846,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC,0xd6A5aB46ead26f49b03bBB1F9EB1Ad5c1767974a,EMON,0xC9212Ee9bb5A5Cc4fe4D827c65e6De7324297F77,1.642784664970593127,-7.997604166666666
114,QUICK_PAUTO_QUICK,0x3bb367F673D52d1a5F0812c4d8c9030E5876ad44,0x7f426F6Dc648e50464a0392E60E1BB465a67E9cf,PAUTO,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x6b9C78e419C3038dAC2DAb9dB2bfd5D9F1E05904,46.754503050051777327,6.065810185185185
115,QUICK_QUICK_BIFI,0xC6a23BDd628c3B17fc0dF270e6BF8E48511950e2,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xFbdd194376de19a88118e84E279b977f165d01b8,BIFI,0xA2B969faCA14AAdeb6a7672c941A228260a481a2,46.3124253263604595,6.065671296296297
116,QUICK_USDC_FISH,0x0Df9e46C0eAEdf41B9d4bbE2Cea2aF6E8181b033,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0x3a3Df212b7AA91Aa0402B9035b098891d276572B,FISH,0xf92CF9141a0bE91918cF16804858ba5dEdd4760B,25.658395375137353907,6.065520833333334
117,QUICK_WETH_PAUTO,0x451CCe13c6e013F463Df6C156B7661b19df6541a,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0x7f426F6Dc648e50464a0392E60E1BB465a67E9cf,PAUTO,0xBDEb6D4eC1B90EdB9D09259B6B030A646D373116,50.825054023585929214,6.065381944444444
118,QUICK_WETH_BIFI,0x8b80417D92571720949fC22404200AB8FAf7775f,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0xFbdd194376de19a88118e84E279b977f165d01b8,BIFI,0xd79424b32E2Ef944AA9f4021d39D835fdd615B87,73.272859327399821974,6.065243055555556
119,QUICK_QUICK_ADDY,0xc4a707353599436859aF654f829b75E635fdE289,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xc3FdbadC7c795EF1D6Ba111e06fF8F16A20Ea539,ADDY,0x3Bf8602069d15a6F70Ede1887CB4a6576c492f7B,26.088544612007686334,6.065104166666667
120,QUICK_WETH_ADDY,0xa5BF14BB945297447fE96f6cD1b31b40d31175CB,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0xc3FdbadC7c795EF1D6Ba111e06fF8F16A20Ea539,ADDY,0xF6Bd4FE52efD9C3881eea1134193E4DB3c1d4801,26.344291126115478116,6.064976851851853
121,QUICK_UFT_QUICK,0x6928F1577b3507De99490CA8C5aCEa6FC1d24a84,0x5B4CF2C120A9702225814E18543ee658c5f8631e,UFT,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x63F423B8fbCc810Ed8A0C2f4921E3946a83eBe9C,25.022217329351858789,6.064826388888889
122,QUICK_UFT_WETH,0xAeF2B47b5e30661C3cC03b3E17fD8DCdDC1f27B6,0x5B4CF2C120A9702225814E18543ee658c5f8631e,UFT,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0xd898A0223a1d3aBD18428065A45bE318784D8A91,13.958846133473199713,6.064699074074074
123,QUICK_FISH_QUICK,0x83E5f826F35FA4a884eF53EA1497fAfAe1Bed1d0,0x3a3Df212b7AA91Aa0402B9035b098891d276572B,FISH,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x41D7f788D6c09fbed8594BccAcDf6E1879348409,28.595011410124566332,6.064548611111111
124,QUICK_QUICK_IQ,0xF63b80Af6d52f57B7F1dfB2A857F5e5592D0620f,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xB9638272aD6998708de56BBC0A290a1dE534a578,IQ,0x41D770310daF599F3b96A1bbF1b15805F9A4E29c,24.155696879293116016,6.064409722222222
125,QUICK_QUICK_FFF,0x2648ec89875d944e38f55925Df77D9Cfe0B01Edd,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x9aCeB6f749396d1930aBc9e263eFc449E5e82c13,FFF,0xB4A7e2FCf1FdC1481cbF24eE76e083d3c17F0859,17.292007858887302098,6.064270833333333
126,QUICK_USDC_miMATIC,0x160532D2536175d65C03B97b0630A9802c274daD,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0xa3Fa99A148fA48D14Ed51d610c367C61876997F1,miMATIC,0x1fdDd7F3A4c1f0e7494aa8B637B8003a64fdE21A,75.70751524779136437,6.064131944444444
127,QUICK_QI_QUICK,0x25d56E2416f20De1Efb1F18fd06dD12eFeC3D3D0,0x580A84C73811E1839F75d86d75d88cCa0c241fF4,QI,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xad9E0d2FC293fD9a0f6c3C16c16A69d36B6D3b06,47.413989189252773153,6.063993055555556
128,QUICK_WETH_TITAN,0xA28Ade2f27b9554b01964FDCe97eD643301411d9,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0xaAa5B9e6c589642f98a1cDA99B9D024B8407285A,TITAN,0x2dF6A6b1B7aA23a842948a81714a2279e603e32f,10.817824213048969785,-7.999699074074075
129,QUICK_CHUM_QUICK,0x0A126ad4e9c446c6219519062932f624D82E075e,0x2e2DDe47952b9c7deFDE7424d00dD2341AD927Ca,CHUM,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x51fE4871BD8BFb0d88243194761C361dA4803a2f,5.667348015447151078,6.063715277777778
130,QUICK_QUICK_GFI,0xAb37D9048698dff0F6bd01c6b36620A1105be823,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x874e178A2f3f3F9d34db862453Cd756E7eAb0381,GFI,0x6FB9803570E0ceBcFAeD26F67Aaef38D4E4AAf75,7.704265677476491676,6.063564814814814
131,QUICK_QUICK_ELE,0x6696db3A5eF00e24c065edcFbc114b13Ea9eE997,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xAcD7B3D9c10e97d0efA418903C0c7669E702E4C0,ELE,0xd00f210E67ef9c3F674e2D6A7A619602E888345d,24.928781435903166295,6.0634375
132,QUICK_WMATIC_ELE,0xADcb09FD3346c72C98753e518397b336333Cf227,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC,0xAcD7B3D9c10e97d0efA418903C0c7669E702E4C0,ELE,0x9318F6f64e61AfB7B51D51E61B5dD6C4E39E7dd9,18.206898258142716207,6.063287037037036
133,QUICK_WETH_FFF,0x4935270Aa19bA0B88Fe99eA9FeB10519feAfA758,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0x9aCeB6f749396d1930aBc9e263eFc449E5e82c13,FFF,0xd4C325Fa5A95220b4dD4bFbe3da71F78dE0F5d15,13.854189749566137654,6.063148148148148
134,QUICK_PBNB_QUICK,0x53e27DaDf6473d062717be8807C453Af212c7102,0x7e9928aFe96FefB820b85B4CE6597B8F660Fe4F4,PBNB,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xffA5b82d09DcaE32b9Ee96D3cD02C9391b63cdaB,54.612280407331194866,6.0630092592592595
135,QUICK_USDC_PBNB,0xE55cb144E02Cffb6fBD65d9a4BD62378998Bc267,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0x7e9928aFe96FefB820b85B4CE6597B8F660Fe4F4,PBNB,0x64Ec5b01D6eD81C432eF8628541BB2Bf9380b337,42.337430613079044398,6.06287037037037
136,QUICK_WETH_RAMP,0xe55739E1fEb9F9aED4Ce34830a06cA6Cc37494A0,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0xaECeBfcF604AD245Eaf0D5BD68459C3a7A6399c2,RAMP,0xBD5F8b3663F5ce456c9F53B26b0f6bC3EA22B6AA,35.189640178211120295,6.062731481481482
137,QUICK_USDC_IOI,0x8eF139998A743d2CaD66dF2E750A8c4936f306b9,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0xAF24765F631C8830B5528B57002241eE7eef1C14,IOI,0x71d5669Ea3e0dCFCDA0700ceF4f867dEc4B11dDa,7.950495837668174792,6.062592592592593
138,QUICK_USDC_rUSD,0x5EF8747d1dc4839e92283794a10d448357973aC0,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC,0xfC40a4F89b410a1b855b5e205064a38fC29F5eb5,rUSD,0x5C1186F784A4fEFd53Dc40c492b02dEEd97E7944,25.008280572362259567,6.062453703703703
139,QUICK_WMATIC_ERN,0x124dE7e03b8Ee7363974d5ca3b1868DDf3a23cD3,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC,0x0E50BEA95Fe001A370A4F1C220C49AEdCB982DeC,ERN,0xA8F8A46f5dD3F68D2B7B1b04Dd20526CebCE7E7A,35.613966187551762097,6.062314814814815
140,QUICK_MEM_WETH,0xB0C4464F5351bb9f712AC3e5B21Cf97173e85574,0x42dbBd5ae373FEA2FC320F62d44C058522Bb3758,MEM,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0xA553785c55B374ad0eB91EcBEf1e7c7D300970Ba,14.573354789983535381,6.062175925925925
141,QUICK_WETH_BORING,0xAB71CE8d652c4a858654FBb6450Cf2E3116d6062,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0xff88434E29d1E2333aD6baa08D358b436196da6b,BORING,0x5b0a814D971aF818DA2BD7A7e1163d11674d4dCB,18.064704049360356776,6.062025462962963
142,QUICK_WOO_QUICK,0x7622804bA94940A9EFdDD1546D12d8D0d6a16e53,0x1B815d120B3eF02039Ee11dC2d33DE7aA4a8C603,WOO,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x1067112E5dB21aEC7eB144C5773f8aef8C85966a,59.071537504036853286,6.061886574074074
143,QUICK_WOO_WETH,0x70294d7aa244BD342C536F9B502152564057162e,0x1B815d120B3eF02039Ee11dC2d33DE7aA4a8C603,WOO,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0xfA9A5abaC50B97c61addC7b317C813a006579aeA,74.667517699258149762,6.061747685185185
144,QUICK_QUICK_QuickChart,0xa7fF9F67B7de2d210B106b6Faa3552Fe0537907f,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x99dA82C5464C49962Cdda44fe30d352Bc5Da0580,QuickChart,0x45cf73aA2014442BcEb3f28070E054868828f033,6.019925997944940959,6.061608796296297
145,QUICK_WMATIC_QuickChart,0x545c671ecb54C9f48901158c6ebb15fdf69C20B5,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC,0x99dA82C5464C49962Cdda44fe30d352Bc5Da0580,QuickChart,0x3FC6D202140277b34F0f8B5708DD4502B874BD33,6.348197760223947504,6.061458333333333
146,QUICK_START_QUICK,0x9E2B254c7D6AD24aFb334A75cE21e216A9AA25fc,0x6Ccf12B480A99C54b23647c995f4525D544A7E72,START,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0x77eB20d5eB77b6ba543734d903FE1259d551cbd3,64.506538649410317259,6.061319444444444
147,QUICK_CGG_QUICK,0xDf1D5afD6339Ee4B02e2ADc34Ecbd6384e90Cab2,0x2Ab4f9aC80F33071211729e45Cfc346C1f8446d5,CGG,0x831753DD7087CaC61aB5644b308642cc1c33Dc13,QUICK,0xcf813b2416e23aFC10D21e733EB10544b0f52825,6.621144951496278895,6.061180555555556
